name,author,number,mark,publish_time,extract
我和慈禧太后,德龄,696人点评,51.00%,2014年12月,《我和慈禧太后》是美籍华人德龄以英文撰写的回忆录。书中采用西方文化的视角，以亲历者的口吻，详细讲述了她贴身服侍慈禧太后期间所观察到的清廷生活实情，包括慈禧的饮食起居、服饰装扮、言行举止、乘火车巡游的经历等。所涉人物有光绪皇帝、皇后、李莲英、袁世凯及其他官员，并提及一些重大历史事件的宫廷秘闻。既有文学趣味，又有史料价值。相较于当前流行的后宫小说与后宫影视剧，本书真实全面，内容丰富，可读性强。
西藏历史图说,陈庆英 丹珠昂奔 喜饶尼玛 廖东凡 张晓明 周爱明,215人点评,78.10%,2019年12月,全书共分六章，借鉴西藏史书的写法，以95个故事，讲述西藏从远古到1951年和平解放以来的历史，再加以数百幅图片及其简要说明，全面呈现了西藏自有人类以来的文明发展，从远古时代开始娓娓道来，它既遵循严格的历史逻辑，但又不拘泥于刻板的史书形式，而是穿插了许多生动的历史故事，让人从一个个人物的悲喜命运和一个个恢弘的历史场景中感受西藏历史的发展脉络。
希特勒的克里斯玛,劳伦斯·里斯,42人点评,77.90%,2020年4月,阿道夫·希特勒是一系列灾难性历史事件的罪魁祸首，也可能是世界历史上绝无先例的战争罪犯。他充满愤怒，没有能力建立正常的人际关系，不愿意倾听不同意见，看上去完全不像是一位领导者，但他成功地吸引了成千上万的追随者，并对德国人民实施了前所未有的极权统治。他是如何做到的？很多了解他的人都确信，希特勒对所有见过他的人都能施加强有力的影响，而这种所谓的“克里斯玛”在希特勒通往权力的道路上究竟发挥了怎样的作用？劳伦斯·里斯深度考察了影响希特勒个性形成的社会、心理和历史因素，而正是这些因素塑造了希特勒的人格，并使其具备了吸引追随者的独特魅惑力，进而把整个德国乃至世界拖入战争的深渊。
显微镜下的大明,马伯庸,2.2万人点评,86.70%,2019年1月,以案窥大明，一案数载，胜败不定，生死无常 本书讲述的，是六个深藏于故纸堆中的明代基层政治事件。作者从明代的一系列罕见民间档案文书里，挖掘出这些尘封已久的故事。这些档案是中国历史中绝无仅有的奇迹，它们着眼于平民的政治生活，而且记录极为详尽。在这里，我们能看到朴实的百姓诉求、狡黠的民间智慧、肮脏的胥吏手段、微妙的官场均衡之术，从无数个真实的细节里，展现出一幅极其鲜活的政治生态图景。这六个事件聚焦于一府一县乃至一村之内，记录的是最底层平民的真实政治生活：当遭遇税收不公时，他们如何愤起抗争；当家族权益受到损害时，他们如何兴起诉讼；当政治利益与商业利益发生矛盾，他们如何与官府周旋博弈；当朝廷要求整顿户籍，他们又是如何从中造假牟利……《学霸必须死——徽州丝绢案始末》：万历年间，一项不公正的税收政策在徽州府引发了旷日持久的混乱。乱民、县官、州府、户部、首辅、皇帝等诸多利益集团的博弈之局。《笔与灰的抉择——婺源龙脉保卫战》：婺源县一场持续了六十四年的经济争端，反映了一个县级官员，是如何在重大议题上平衡一县之利害的。《谁动了我的祖庙——杨干院律政风云》：歙县一桩民间庙产争夺案。诉讼双方在这场绵延八年的官司中各展所长，用尽心思，上演了一场精彩绝伦的嘉靖法律大戏。《天下透明——大明第一档案库的前世今生》：一个坐落于后湖（玄武湖）中的冷门机构——大明黄册库从建立到衰败的全过程。了解明代的基层统治，是如何一步步垮掉的。《胥吏的盛宴——彭县小吏舞弊案》：一件小到不能再小的官司，却引来了无数贪婪蚊虫的叮咬。胥吏之恶，被刻画得淋漓尽致。《正统年间的四条冤魂》：四个无辜的清白老百姓，是如何裹挟入朝廷斗争的。作者力图以冷静克制的零度叙事，替那些生于尘埃、死于无闻的蝼蚁之辈作传，转述他们湮没于宏达历史中的声音。想要读懂大明，想要读懂中国古代政治，不可只注目于朝堂，亦要听到最底层的呐喊。在一个个普通人的遭遇中，才蕴藏着最真实的规律。
新宋·大结局（全15册）,阿越,6409人点评,81.00%,2020年2月,马伯庸推荐 一部宋朝的大百科全书 架空历史小说必提《新宋》！创作15年！360万字《新宋》正式大结局！马伯庸、罗振宇、韩松倾情推荐！一部关于宋朝的大百科全书！宋朝的风俗、礼节、服饰、建筑、制度等均经过翔实考证！作者为写《新宋》，发奋考取四川大学历史学博士。马伯庸：新宋是我看过的第一本穿宋小说，所以它在我的心目中有着与众不同的地位。罗振宇：被害死，看得一发不可收拾。网友盛赞：“如果穿越类小说也自分一派，那阿越就是穿越类作家中的金庸古龙。”北宋熙宁二年正是中华文明造极的盛世，现代大学生石越回到此时改变历史！熙宁二年，宋神宗赵顼任用王安石开始变法。北宋建立百年来。军政积弊、制度腐化，对西夏和辽国的战役也屡吃败局。这是北宋历史的拐点，也是中华文明的十字路口。王安石变法失败，40年后北宋即宣告灭亡。一个当代的历史系大学生石越穿越到这个时候，开始利用千年的知识积淀，对北宋王朝的方方面面进行各项改革，力求使大宋呈现不同于史书的面貌。石越与那些曾在历史中闪过耀眼光芒的君臣将相，开始了一段激烈的交锋与碰撞，朝堂变幻、横马燕云！历史正在悄然改变……翻开本书，真实再现宋朝风土人物！
熊逸：纸上的精神旅行（春秋大义+正义从哪里来）,熊逸,115人点评,82.20%,2020年5月,得到“熊逸书院”主理人作品集，共两册。《正义从哪里来》：贪欲、暴力、腐败……谁偷走了我们的正义？ 大到战争、社会争端，小到人际纠纷、伦理问题，这是个充满矛盾的世界。所以从古至今，人们是如此渴求着正义，有关正义的问题也一直深深困扰着最杰出的才智人士。但是从古代中国的百家争鸣到西方世界功利主义、自由主义、社群主义，正义的观念一直是混沌的、模糊的。 熊逸围绕正义话题，分章从不同侧面阐述了：要幸福还是要公正，何谓正义，自由意志的两难，原罪的两难，康德的失误，伟大的嫉妒心……他以缜密的思辨，融会贯通古今中外代表哲人的相关思想，比如中国的儒家、道家、墨家，还有西方的苏格拉底、柏拉图、亚里士多德、蒙田、斯宾诺莎、卢梭、亚当·斯密、罗素、康德、哈耶克、弗洛姆、罗尔斯等；并列举大量历史案例和文学经典，层层深入，探讨何谓正义、正义从何起源及如何实现正义。 这部足以撼动人心的作品，以通俗生动甚至带有文学意味的语言，带我们进入一个精心布局的智力迷宫，在与各位先哲对话的过程中，获得思辨的快感与智慧的启迪。 《春秋大义：中国传统语境下的皇权与学术》：《春秋》在中国古代长期被尊为政治哲学的至高圣典，并被认为是唯一由孔子亲手编撰的儒家经典。但《春秋》以微言大义暗藏褒贬，是非常费解的，尤其是经过历代经学家的解读变得越来越芜杂。那么《春秋》以及相关经典是如何在两千年专制社会中发挥实际作用，甚至呼风唤雨的？一贯被当作中国精神的春秋大义，到底是怎样的一种存在？ 熊逸从唐朝一桩谋杀案讲起，通过大量生动的历史案例，运用翔实考据和缜密逻辑，一层层揭示了上溯至春秋时代的中国经典文化，包括《春秋》“一经三传”、《论语》《老子》等，是如何在皇权政治下被扭曲成了权力的工具的。熊逸对数千年的史实和典籍信手拈来，并让帝王、圣贤、权贵、武将、文士等不同时代的人隔空对话，他也在其中嬉笑怒骂，行文充满真知灼见，文风轻松幽默。当读者沉浸在他的文字世界时，一根绵延两千多年的线索逐渐纤毫毕现。
虚构的犹太民族,施罗默·桑德,143人点评,86.30%,2017年3月,谁是犹太人？《圣经》为何会成为记录一个民族起源的可靠史籍？以色列人是犹太民族直系的后裔吗？本书以色列著名历史学家施罗默·桑德引发全球热议的代表作，也是一本批判性民族史，它拆解了犹太人的整套民族记忆架构，大胆地批判了人们广泛接受的叙事和历史话语，运用现代民主主义理论澄清了古老的神话。本书认为，大多数犹太人的故土遍布中东和东欧，这些分散的犹太人群体之间能形成一个犹太民族，进而成为一个犹太国家，原因只可能是因为，他们运用了被改编过的历史。以色列人的民族认同具有强烈的排他性，这种情况并不是一直存在的，而是始自19世纪下半叶，由历史学家、考古学家等发明出来的。无论是了解以色列的过去、中东的现状，还是解决争端、构想未来，本书都提供了新的可能性。“年度最勇敢著作”之一。——特里·伊格尔顿一本杰出的书……所有想了解当代中东的人都应阅读这本书。——托尼·朱特融动情与学识于一体的书籍未必能改变政治局面，但假若它们可以，本书将是其中里程碑式的著作。——埃里克·霍布斯鲍姆
徐霞客游记（译注本）,徐霞客著 钱小北译注,195人点评,91.70%,2020年5月,本书是明代伟大的旅行家、地理学家、史学家、文学家徐霞客所著的一部日记体的中国地理名著。徐霞客在34年旅行中记录下了六十余万字的游记资料，死后由他人整理成《徐霞客游记》。这部书既是地理百科全书，也是一部实录性质的历史著作，还是一部文学名著。具有多方面的科学价值。
耶路撒冷三千年,西蒙·蒙蒂菲奥里,5633人点评,70.80%,2017年4月,读《耶路撒冷三千年》，了解真实的耶路撒冷，就会明白世界为何演变成今天的模样。耶路撒冷曾被视为世界的中心，是基督教、犹太教和伊斯兰教三大宗教的圣地，是文明冲突的战略要冲，是让世人魂牵梦绕的去处，是惑人的阴谋、虚构的网络传说和二十四小时新闻发生的地方。西蒙·蒙蒂菲奥里依年代顺序，以三大宗教围绕“圣城”的角逐，以几大家族的兴衰更迭为主线，生动讲述了耶路撒冷的前世今生；作者通过大量的田野调查和文献考据，以客观、中立的角度，透过士兵与先知、诗人与国王、农民与音乐家的生活，以及创造耶路撒冷的家族来呈现这座城市的三千年瑰丽历史，还原真实的耶路撒冷……
一读就上瘾的中国史,温伯陵,5973人点评,79.10%,2020年9月,一个杨贵妃，在李白眼里是“云想衣裳花想容，春风拂槛露华浓”；在杜牧眼里是“一骑红尘妃子笑，无人知是荔枝来”；而在罗隐眼里，则是“泉下阿蛮应有语，这回休更怨杨妃”。美女、宠妃、败家娘们儿以及背锅女侠，哪一个才是真的杨贵妃？一座长安城，在汉唐，是无可取代的帝国中枢，是王维笔下的“万国衣冠拜冕旒”；在宋朝，却成了边境军镇；而在明朝末年，又沦为饥荒遍地、易子而食的人间地狱。温伯陵的文章，既有细节故事，又有历史大局观，惊险刺激，一读就上瘾。在温伯陵笔下，历史不再是按时间码放的记事簿，而是贯通时间、看清脉络的时代演变过程。用他的方法来读历史，你将发现历史背后的那只手，彻底看懂历史的过去、现在和未来。
一醒惊天下：三星堆古蜀文明,周新华,427人点评,83.30%,2022年3月,沉睡三千年，一醒惊天下！三星堆遗址的发现，可以说是中国考古史上的一个奇迹。由一个考古遗址的发掘，发现了一个失落的文明，甚至改写了一部文化史。这是一段被湮没的辉煌历史，如此灿烂、神秘、独特，有着许多令人匪夷所思的未解之谜，它正向世人展示着穿越时空的巨大魅力。本书以文学笔法、图文并茂的形式，追溯了三星堆遗址发现和发掘的过程，对三星堆古蜀文明的起源、发展、兴盛、衰亡进行了考证和梳理，并将其与中原及其他地区文明以至西亚古代文明进行了比较研究。
以色列：一个民族的重生,丹尼尔·戈迪斯,3617人点评,76.70%,2018年8月,生动再现以色列跌宕起伏的建国历史 以色列是一个小国，但建国以来一直吸引着世界的注意，既受到许多人青睐，也常常成为抨击的对象。为什么国际社会如此关注以色列这样一个小国？为什么以色列人在众多关键问题上存在如此严重的分歧？为什么以色列会做出这些决策？它的未来将会怎样？戈迪斯带我们重温以色列历史上的一个个里程碑式事件，向我们介绍一位位凭借满腔热血和强大灵魂在关键时刻改变国家命运的   关键人物。他既向我们展示了以色列是如何成为一个文化、经济和军事强国的，也指出了这个国家犯下的错误，追溯了其在国   际上长期受到孤立的根源。戈迪斯清晰而权威地证明，以色列最主要的目的和最重大的成就是实现犹太民族在现代的重生。本  书探究的正是这个民族和国家的灵魂。
英国通史,钱乘旦 许洁明,28人点评,92.70%,2020年3月,本书为我社长销书《英国通史》的修订版，反映了国内外学术界的新成果；阐述了英国的兴盛之道，透视了其成功走现现代化的历程；揭示了英国民族的禀赋和创造力，展现了其所开创的现代文明。此次修订作了相关字词的修订和内容的更新。使全书体系更加完整，脉络更清晰。
雍正：天地古今惟一啸,郑小悠,55人点评,71.40%,2023年9月,本书从康熙年间的储位之争开始，讲述了康熙六十一年康熙帝驾崩到雍正三年年羹尧被赐自尽这段惊心动魄的历史。全书分为两条线索，一条围绕着雍正帝的重要政治举措展开，设立总理事务大臣、秘密立储、摊丁入亩、平定罗卜藏丹津叛乱等，另一条线索则围绕着年羹尧与雍正君臣关系的演变历程。以历史史实为蓝本，加以符合时代背景的虚构想象，从储位之争到君臣之变。
雍正皇帝（全集）,二月河,1.3万人点评,83.00%,2009年9月,二月河经典历史著作揭秘雍正王朝 帝王行止、宫闱秘闻素来为读者关心，本书描写鲜为人知的清廷生活，却又不拘囿于那小小的紫禁城。阿哥党争，杀机隐隐，龙庭易主，雍正险胜。改诏说，弑父说，继位说？一段历史，几多疑云，扑朔迷离，令人难解难分。作者用史笔著文，用文笔立史，庙堂之高，江湖之远，无不尽收笔底。上至典章制度、宫廷建筑、饮食服饰、礼仪乐律，娓娓道来，书卷气浓；下至勾栏瓦舍、寺庙堂肆、市井乡野、客旅古渡，徐徐展开，风情万种。阿哥逐鹿，明争暗斗，字字权谋机诈；女伶歌伎，绕梁余音，句句回肠荡气。其情节铺设，天矫跌宕，人物塑造，浓淡相宜，谋篇均别出心裁；以思想为经，艺术为纬，鸟瞰历史，探究人生，非大家而不可为。
犹太人千年史,张倩红 张少华,838人点评,82.20%,2016年8月,犹太民族是一个人数很少的民族，但却对人类思想的发展与文明的演进做出了与自身人口不成比例的贡献。本书在世界历史发展的宏观视野下，聚焦犹太历史上的一些重大事件，揭示犹太人历史的独特之处。在充分尊重历史、关注学术前沿的前提下，以切实的史料、准确的描述、活泼的风格、生动的语言引导读者感悟犹太民族那不同寻常的传奇经历、十分旺盛的生命强力、举世瞩目的惊人才华与别具一格的民族性格。
增广贤文（国学大书院）,佚名,5939人点评,85.90%,2018年9月,《增广贤文》内容广泛，从礼仪道德到典章制度，从天文地理到人生哲学，几乎囊括中国文化的精髓；作为传统的蒙学读物，它长句和短句交错排列，灵活多变，形式多样，读来朗朗上口，让人记忆犹新；它又是一本格言集，融汇了诸子百家、历代文人的名言警句，句句闪耀着中国人思想智慧的光芒！
战国策,王华宝注译,26人点评,87.30%,2019年6月,《战国策》记载了战国时期策士游说各国的活动和说辞，是一部影响深远的谋略和辩论宝典，也是一部文学价值很高的散文名著。战国时期纵横家的机智善辩、聪明智慧跃然纸上，为后人提供了丰富的思想养料。
战后日本经济史,野口悠纪雄,3276人点评,74.20%,2018年4月,野口悠纪雄在书中追忆，其人生的最初影像始于1945年东京大空袭中的恐怖经历，他这一代人亲历和参与了战后日本经济发展的整个过程。他们曾为高速发展的无限风光而豪情满怀，也曾因经济失速后的衰落萧条而五味杂陈。他们中有很多人因时代的变幻而饱受命运的捉弄，或者被无情地湮没在时代的洪流之中。本书论述经济发展历程及其深层机制的同时，还穿插介绍了野口悠纪雄本人及其好友、同事的大量真实经历，为读者还原出一幅幅生动、立体的战后日本社会经济图景。相信无论是野口悠纪雄对经济问题冷峻犀利的剖析，还是他对往昔经历满含深情的回望，都会为读者带来不同凡响的阅读体验。
张居正(全4册)（茅盾文学奖获奖作品）,熊召政,8191人点评,85.20%,2013年5月,中国千古第一奇相大传，全票获得第六届茅盾文学奖、首届姚雪垠长篇历史小说奖、中宣部五个一工程奖，被誉为中国新时期长篇小说的里程碑！已被改编成电视剧《万历首辅张居正》，由唐国强、梅婷、冯远征、智一桐、巫刚等一众老戏骨主演。张居正是一位个性不凡的改革家，是彪炳史册的传奇人物。他登上首辅之位后，理政十年：整顿吏治，刷新颓风；整治教育，延揽济世之才；革新税赋，梳理财政。拯朱明王朝将倾之厦，使万历时期成为大明王朝*为富庶的时代。 在风云际会之中，张居正思想深邃，刚毅深沉，多谋善断，声势显赫，无与伦比。然而，他一朝大权在握，却又独断专行，偏信阿谀奉承，引得附势者趋之若骛。权势欲促使他步入人生高峰，也引发身后祸起萧墙。隆葬归天之际，即是遭人非议之时，结果家产尽抄，爵封皆夺，祸连八旬老母，罪及子孙。作为一名政治家，张居正是中国历史上卓有成效的人；可是作为一个人，他却是一个失败者。“生前显耀，死后悲凉”是对他一生*好的概括。他生前死后毁誉之悬殊，除个人原因之外，也可见政治险恶、世态炎凉。而且，张居正的命运也客观揭示了悲剧产生的历史背景与人物的性格缺陷，为今天的读者反思提供了形象的文学读本。
张居正（全4卷）,熊召政,748人点评,87.70%,2019年5月,张居正是一位个性不凡的政治家，是明万历年间厉行改革而彪炳史册的传奇人物。他登上首辅之位后，理政十年：整治吏治，刷新颓风；整治教育，延揽济世之才；革新税赋，梳理财政。拯朱明王朝将倾之厦，使万历时期成为明王朝最为富庶的时代。本书是系列长篇历史小说，共有四卷——木兰歌、水龙吟、金缕曲、火凤凰，一百四十余万字。
长安的荔枝,马伯庸,16.2万人点评,95.00%,2022年10月,同名实体书新鲜上市，马伯庸历史短小说“见微”系列神作！ 大唐天宝十四年，长安城小吏李善德突然接到一个任务：要在贵妃诞日之前，从岭南运来新鲜荔枝。荔枝保鲜期只有三天，而岭南距长安五千余里，山水迢迢，这是个不可能完成的任务。为了家人，李善德只得放手一搏…… 古装版社畜求生记，帝国夹缝中的小人物史诗。
征服与革命中的阿拉伯人：1516年至今,尤金·罗根,1043人点评,87.00%,2019年7月,阿拉伯世界的历史是一个关于殖民、战争和抵抗的血腥的故事，也是一个充满创造力的多样、动人的故事。在这部开创性的雅俗共赏的著作中，屡获殊荣的牛津大学历史学家尤金·罗根广泛利用五个世纪的阿拉伯资料，将阿拉伯人的经历放在其关键的历史背景之中，从阿拉伯人自己的视角加以客观呈现。这本具有里程碑意义的著作涵盖了从北非到阿拉伯半岛的整个阿拉伯世界，探索了近现代阿拉伯历史的方方面面。从16世纪奥斯曼帝国的征服开始，到欧洲帝国主义时代、冷战时期的超级大国竞争，再到现在的美国霸权时代，罗根生动描绘了五百年来阿拉伯人身份的演变过程和争取国家主权、实现民族复兴的曲折历程，探究了当今阿拉伯世界诸多困境的历史成因，充满权威睿智的学术洞见。    在世界不少地方，阿拉伯民族的历史、文化和性格常被严重误解。对于任何想要清晰、高效、可靠了解近现代阿拉伯世界的人来说，本书是必不可少的最佳选择。
制造消费者：消费主义全球史,安东尼·加卢佐,3273人点评,89.10%,2022年6月,短短两个世纪，世界就从农业社会彻底转变为商业社会，在这个极度便利、高速发展的消费时代，社会心理和社会文化经历了深刻的变化。市场力量的崛起，也催生了全球社会与政治的多重变革。品牌、大型百货公司、公关和广告的繁荣，商品价值的过度包装，无不影响着人类自我认知、自我实现的方式，使我们从自给自足的生产者“进化”成了“买卖机器”。 本书从18、19世纪商品经济发轫的欧洲入手，展现了消费主义、商业文化诞生和发展，并成为现代生活中心的过程，揭示了世界向消费社会的转变和商人权力的急剧上升，是如何将我们制造成“消费者”的。
中国古代战争的地理枢纽,宋杰,131人点评,85.20%,2022年5月,战争，是在一定的地理环境中进行的，其胜负在很大程度上受地理形势的影响。在大规模战争里，某个或某几个地区由于位置的重要，成为交战双方争夺的热点，它的得失对战局常常具有决定性作用，这种战略要地在军事地理学中被称作“枢纽地区”。作者以历史地理学家之卓识洞见，论述历代将领之得失，探究战争胜负背后的成因。
中国国民性演变史,张宏杰,874人点评,73.90%,2020年5月,本书旨在探讨中国国民性格的演变历程。作者认为，国民性并不是一成不变的，从春秋到唐宋，再到明清，中国人的性格如同瀑布一样，飞流直下，越来越恶化。是落后的制度造成了中国人的劣根性。站在空间与时间的双重视角中，本书可说是一部另类的中国通史，也为中国未来的改造和发展寻找真正的出路。
中国建筑史,梁思成,68人点评,94.50%,2023年2月,中国建筑是延续了两千余年的工程技术，本身已成一个系统，许多建筑物便是中国文化的具体表现，是中华民族艺术的大宗遗产。      《中国建筑史》是由SHOU位用现代科学方法研究中国古代建筑的学者梁思成先生编写，同时也是SHOU部由中国人自己编写的公正权威的中国建筑史。其按照中国历史发展顺序：上古、两汉、魏晋南北朝、隋唐、五代宋辽金、元明清、清末及民国以后，涉及了中国历史上几乎所有的建筑类型，小到阶基、勾栏、柱础、斗栱、雕饰、门窗，大到陵墓、石窟、寺观、宫殿、住宅、都市。在丰富的历史文献基础上，列举实物、分析特征，清晰地展现了各种建筑形制及其发展变化。      我们今天读中国建筑史，是为了防止犯之前削足适履、张冠李戴式的错误，是为了在未来选择、创造自己的理想生活方式。
中国考古探秘纪实丛书（全11册）,岳南,275人点评,75.80%,2021年9月,“中国考古探秘纪实丛书”是作家岳南等先后在二十年间写成的叙述中国近年来重大考古与发现的探秘纪实系列作品集，作者采用纪实文学的手法，将发掘全程分层铺开，在考古发掘过程融合大量相关的重要历史背景，人物事件之间自如切换，情节生动，引人入胜。还原考古真相，探秘寻幽纪实，带你走进真实的古墓，为读者展现了风云变幻的历史画卷。全套丛书共计11本，分别为：、《风雪定陵——明定陵地下玄宫洞开记》、《复活的军团——秦始皇陵兵马俑发现记》、《越国之殇——广州南越王墓发掘记》、《万世法门——法门寺地宫佛骨现世记》（商成勇、岳南著）、《天赐王国——三星堆与金沙遗址惊世记》、《寻找祖先——“北京人”头盖骨化石失踪记》、《西汉孤魂——长沙马王堆汉墓发掘记》、《日暮皇陵——清东陵地宫珍宝被盗记》、《千古学案——夏商周断代工程解密记》、《旷世绝响——擂鼓墩曾侯乙墓发掘记》、《绝代兵圣——银雀山破译记》。
中国历代政治得失,钱穆,3293人点评,89.00%,2012年2月,《中国历代政治得失》是钱穆先生的专题演讲合集，分别就中国汉、唐、宋、明、清五代种种政治制度作了提要勾玄的概观与比照，叙述因革演变，指陈利害得失。
中国历史地理十五讲,韩茂莉,531人点评,83.70%,2019年4月,大地是人类生存的根基，也是人类活动的舞台，人类依托大地、利用大地、改造大地的行为，成为地理学研究的各个领域。历史地理是研究往昔的地理，《中国历史地理十五讲》涉及历史地理研究的主要领域--疆域、环境、政区、农业、交通、军事、城市等。
中国通史（上下册）,傅乐成,1013人点评,88.30%,2014年10月,《中国通史》（上下册）上探旧石器时代，下至1912年清帝退位，凡六十余万言。文字浅显易懂，不做繁征博引，叙说清晰，见解持正，数千年中国史事之此伏彼起，重要节点，前因后果，俱在目前。意在使读者对中国历史有一较为清晰而客观的概念。全书重心有四：政治社会的变迁；对外关系；各种制度的演进；学术思想的渊流。所据资料有三：历朝旧史；近代学人的研究成果；作者的读史心得。对所据资料的整理及叙述，力求忠实谨慎，缺乏实证的见解和过分主观的议论，均不予采用。百幅插图，重点在战争地图，方便读者进行深入了解。
中世纪：权力、信仰和现代世界的孕育,李筠,78人点评,85.80%,2023年7月,一本玩透“权力的游戏”的解答书！中国政法大学政治学学者李筠专业研究20余年的精华汇总！丛日云、刘擎、施展、刘苏里、俞敏洪诚挚推荐！中世纪不是一片黑暗，而是一个多姿多彩的时代。 中世纪是理解古今之变和中西之别的思想试炼场。 继《西方史纲》《罗马史纲》之后，李筠再次变换写作构思和手法，以20年的学术功底，精心为读者建造了一座异彩纷呈的中世纪博物馆。 走进这座新颖的博物馆，“维京人”“骑士”“女巫”“炼金术”“黑死病”迎面袭来，李筠用这些典型、有趣的中世纪话题帮读者建立起中世纪的初步印象。 而后，李筠用“帝国”“教会”“王国”“大学”“城市”五个专题展室，向读者系统地展示了中世纪诸多脉络的独特演化，精彩地呈现了人类历史上壮观的多元时代，有力地揭示了现代世界从中世纪脱胎而来的历史逻辑，同时细腻地与读者一起品味从“混乱”中寻找自我定位的历史智慧。
诸神的黄昏：1944—1945，从莱特湾战役到日本投降,伊恩·托尔,589人点评,92.90%,2021年12月,21世纪太平洋战争史集大成之作 1944年6月的菲律宾海战役后，盟军在太平洋战争中占据了绝对主动。为了减少伤亡和速战速决，美国人绞尽脑汁，而日军考虑的却只是如何“光荣赴死”。在“七生报国”的心态驱使下，从莱特湾战役起，日军开始实行各种形式的“万岁冲锋”。无论是以“神风”为代表的特攻部队，还是海上巨无霸“武藏号”和“大和号”，通通走上了不归路。日本媒体将一场场惨败美化为大捷，在东京遭遇伤亡超过十万人的空袭后只强调皇宫完好无损，天皇安然无恙。日本政府则要求民众展示“大和魂”，为国家做出更大牺牲。连妇女儿童也被训练用竹枪迎战，准备“一亿玉碎”。而在马尼拉，自知行将毁灭的日本兵，展现出人性至深的黑暗面，犯下罄竹难书的兽行。作为“太平洋战争三部曲”的最后一卷，《诸神的黄昏：1944—1945，从莱特湾战役到日本投降》延续了前两卷的特色，逼真还原了战争末段一幕幕惊心动魄的场面，而且带领读者走进华盛顿和东京的决策地，品鉴各方首脑在战略和外交层面的重大决议。它不仅给这部里程碑式的作品画上了完满的句号，更将军事史写作推向了新的巅峰。
庄子,庄子,301人点评,87.10%,2021年8月,《庄子》一书，既是一部哲学著作，又充满了浓厚的文学色彩。它代表着先秦诸子散文的成熟，是我国浪漫主义的杰作。庄子的散文生动优美，富有诗情画意，又具有个性化特征。无论从其思想方面，还是艺术手法上都给后世以很大的影响。
庄子（中华经典指掌文库）,孙通海译注,469人点评,88.90%,2017年1月,《庄子》是继《老子》之后体现道家学说的一部极其重要的作品。现今通行的《庄子》一书，分为“内篇”、“外篇”、“杂篇”三部分，共三十三篇。以其深邃的思想内容和奇诡的创作手法，在先秦诸子散文中独树一帜，是一部洋溢着浪漫主义的散文集。本书节选《庄子》的精华部分，以权威版本核校，出注，翻译，引领读者品味它无穷的艺术魅力。
资治通鉴·横排版（胡三省注）294卷全,司馬光胡三省 鄒寰宇,424人点评,93.20%,2018年5月,本版為胡三省注資治通鑑，二百九十四冊全。 胡公之注通鑑，其如三家注史記、顏注之漢書、裴注之三國，皆「一遵軌轍，閉絕歧路」。 為歷來研究通鑑最權威、最詳盡的參考資料。為通鑑學之必讀。 本書制書標準如下： ①追求完美的閱讀體驗，原文及註差異化顯示。 ②精校。用字力求準確，拒絕亂碼、錯字；拒絕內容的脫、衍、誤、倒。 ③推動古籍電子化，做專業的通鑑電子版本。
走进博物馆（套装12册）：以物说史 以物证史 以物串史,陕西省文物局,46人点评,92.50%,2021年10月,“走进博物馆系列”丛书有《渭南市博物馆》、《西安半坡博物馆》、《秦始皇帝陵博物院》、《陕西历史博物馆》、《汉中市博物馆》、《汉景帝阳陵博物院》、《宝鸡青铜器博物院》、《安康博物馆》、《西安碑林博物馆》、《法门寺博物馆》、《西安博物院》、《延安革命纪念馆》选择陕西zui有代表性的一批博物馆，一馆一册，重点挖掘文物藏品的内涵价值，以物说史，以物证史，以物串史，通过文物呈现文化，讲好陕西文化故事，展现文化自信
左传（全二册）,左丘明 杜预集解,238人点评,85.20%,2015年7月,叙事完备的编年体史书 《春秋左氏传》多以史实解释《春秋》，起自鲁隐公元年（前722年），终于鲁悼公十四年（前454年），比《春秋》增多27年，以记事为主，兼载言论，全面反映了当时的社会历史面貌，既是重要的儒家经典，又是中国第一部完整的编年体史书，在文学上亦有很高的成就。
