class,name,author,number,mark,publish_time,extract
历史,苏轼全传（微信读书出品）,洪亮,218人点评,75.90%,"339,733",详叙苏东坡一生的匠心之作，用东坡的智慧治愈你的焦虑和内耗。 苏轼一生三起三落，却集儒、释、道于一身，成了天文、地理、医学、饮食皆通，诗、词、文、书、画全能的冠军式人物。 作者洪亮将苏轼放到了整个宋朝历史乃至中国文化史的背景下，既点明了苏轼与屈原、陶潜、李白、杜甫等先贤一脉相承的精神内核，又描绘了其与同时代的范仲淹、欧阳修、梅尧臣、曾巩、王安石等人相互唱和的历史画面，进而指出苏轼超脱于人生，却不脱离人间的独特魅力：他朋友很多，爱好很多，在遭逢灾变困厄之时，也从未放弃对生活的兴趣，更从未改变“眼前见天下无一个不好人”的做人原则。 在乱云一般的世事中，他没有被环境所吞噬，而是以内心的光照亮了人生，成就了一种可爱又坚韧的人格，创造了一种深情又潇洒的活法，激励着千千万万的后来者找到自己与世界相处的良好方式。
文学,我们爱过又忘记,余秀华,2929人点评,75.90%,2020年4月,影响无数读者的“年度诗人”余秀华的第三部诗集《我们爱过又忘记》精装珍藏版。诗人臧棣、学者喻国明、歌手李健、演员梅婷等倾情推荐。“诗歌一无是处啊，但是，诗歌通向灵魂，灵魂只能被自己了解。”本书是诗人余秀华的第三部诗集的全新再版。收录经典诗作约150余首，呈现了诗人一如既往对爱情、亲情、日复一日的生活的感悟，也有成名后，对新的生活经验的理解、表达。相对于诗人的前两部诗集，这本诗集中，诗人的个性更加鲜明，诗的语言和经验提炼更加准确，可以说是诗人渐趋成熟的诗歌写作成果。
哲学,读史有智慧大全集（超值白金版）,文若愚,195人点评,75.80%,2011年10月,本书分为“百家智慧”、“经典中的智慧”、“历史中的智慧”三部分，其中蕴含着博大精深的思想，从中吸取精华，为自己安身立世、修身养性提供必要参考。
历史,中国考古探秘纪实丛书（全11册）,岳南,275人点评,75.80%,2021年9月,“中国考古探秘纪实丛书”是作家岳南等先后在二十年间写成的叙述中国近年来重大考古与发现的探秘纪实系列作品集，作者采用纪实文学的手法，将发掘全程分层铺开，在考古发掘过程融合大量相关的重要历史背景，人物事件之间自如切换，情节生动，引人入胜。还原考古真相，探秘寻幽纪实，带你走进真实的古墓，为读者展现了风云变幻的历史画卷。全套丛书共计11本，分别为：、《风雪定陵——明定陵地下玄宫洞开记》、《复活的军团——秦始皇陵兵马俑发现记》、《越国之殇——广州南越王墓发掘记》、《万世法门——法门寺地宫佛骨现世记》（商成勇、岳南著）、《天赐王国——三星堆与金沙遗址惊世记》、《寻找祖先——“北京人”头盖骨化石失踪记》、《西汉孤魂——长沙马王堆汉墓发掘记》、《日暮皇陵——清东陵地宫珍宝被盗记》、《千古学案——夏商周断代工程解密记》、《旷世绝响——擂鼓墩曾侯乙墓发掘记》、《绝代兵圣——银雀山破译记》。
文学,蜂麻燕雀,夜半微风之老鬼,2274人点评,75.80%,2018年5月,什么是采生折割？什么是江湖春典？什么是追星赶月？什么是掌盘掌穴？民国初年，社会动荡军阀混战，但江湖却异常繁荣起来。在江湖骗术当中，以蜂麻燕雀四大门为首，一场世仇搅起了江湖上的腥风血雨。出身贫穷的孟小六被机缘巧合地搅入其中，因为一场骗局——他家破人亡，母亲上吊父亲坐牢。为了报仇雪恨，孟小六走上了江湖的道路。灵与肉，忠与义，良心和利益纷纷在小六的经历中碰撞，那残酷而现实却充满浪漫主义的江湖，朝他打开了大门。
历史,炮楼里的女人：山西日军性奴隶调查实录,张双兵,256人点评,75.60%,2011年5月,张双兵，1953年生于山西省盂县。1971年参加工作。1982年任乌河文学社社长，并开始调查日军侵华战争期间在山西烧杀抢掠的罪行，以及战争受害者在战前、战后的生存情况。1992年7月，组织7位受害者向日本政府提出每人10万美元的受害赔偿要求。1995年，组织5位受害者将日本政府推上了被告席。1996年7月，第一次与2位受害者走上日本法庭，控诉日本军国主义的罪行，并取得了一定进展。目前仍坚持走在为战争受害者争取日本政府赔偿的正义之路上。
哲学,人生下半场最重要的事,玛丽·皮弗,92人点评,75.40%,2022年5月,对每个人来说，变老就是从呱呱坠地到停止呼吸之前的整个过程。我们已经进入一个老龄化社会，女性的处境将会更加艰难，随着年龄的增长，女性难免会面临年龄歧视、职场瓶颈、家庭变故、容貌焦虑和身体机能的衰退。当衰老这件无可避免的事终于发生在我们身上，我们是否已做好物质上的准备能够实现老后的自由？我们该如何面对生理和心理上的一系列变化？作为主要与女性打交道的心理治疗师，本书作者玛丽·皮福的研究重点一直是女性，在这本书中，她深刻剖析了女性随着年龄增长所面临的种种问题，并给出实用性的解决方案：该如何安排孩子长大离家后的空巢生活？独居的人怎样摆脱孤独，保护自己？有伴侣的人如何维持亲密关系？怎么做一个好的陪护者，与疾病共处？老后的财产如何规划？抱团养老是否可行？怎样通过好的人际关系来缓解绝望情绪？
哲学,好女孩上天堂“坏”女孩走四方,乌特·艾尔哈特,131人点评,75.30%,2017年1月,《好女孩上天堂“坏”女孩走四方》是一部经典的女性心灵励志读物，乌特?艾尔哈特用生动的语言和贴切的例子告诉人们好女孩的思想误区和“坏”女孩们是如何成就自己的，深度剖析好女孩和“坏”女孩不同的心灵潜台词，帮助好女孩找到自身蕴藏的优势，改变以往隐忍懦弱的性格和一味退让的处世哲学，引导她们走出生活和职业的误区，唤醒自己的主动成功机制，发现自身的价值，过上自己真正想要的生活。
哲学,批判性思维与说服性写作：独立思考者的精进技巧,路易丝·卡茨,138人点评,75.30%,2021年8月,你在写什么？你为谁而写？更重要的是——你为何要写？要想写出有说服力的文章，你不仅要知道以上问题的答案，还要学会有效地运用语言。本书旨在指导读者更好地将批判性与创造性结合，掌握独立思考能力，进而写出深刻、引人入胜的论文。本书前半部分系统梳理了批判性思维的发展简史，随后提供了培养批判性思维的工具和方法。接着，本书探讨了创造性思维与批判性思维结合的必要性及其在学术写作中的运用。最后，本书在后半部分介绍了如何利用叙述风格和修辞手法增强论证的说服力。每个章节在讲述理论的同时提供了具有针对性的练习与活动，它们有助于读者实践新的技能、巩固已有知识、提升思维能力。本书提供扎实的理论知识和众多具有可操作性的训练。对于想要打磨自己批判性分析和沟通技巧以及独立思考能力的大学生，本书提供的技能训练和理论资源不可或缺。
文学,半小时漫画西游记,陈磊·半小时漫画团队,646人点评,75.30%,2023年10月,半小时捋清《西游记》的故事主线和精神内核！（共2册，此为第1册） 陈磊（笔名：混子哥）领衔的半小时漫画团队仅仅通过诙谐的语言和手绘漫画的形式，就捋清了《西游记》的故事主线和精神内核：取经路上的打怪故事，故事背后的成长道理。 从石猴出世时的懵懂，到大闹天宫时的淘气叛逆，再到三打白骨精事件学会面对误解，偷吃人参果事件学会敢作敢当，车迟国斗法事件学会团队精神…… 读着读着你会发现，孙悟空的取经路就是孩子从淘气叛逆到勇于担当的成长路！ 翻开本书，和孙悟空一起打怪成长升级
文学,河边的错误（微信读书联合出品）,余华,2963人点评,75.00%,"102,246",《河边的错误》收录了余华具有代表性的四部中篇小说，用平静的语言讲述残酷的故事。 这是一个亲人间相互残杀的故事：四岁的堂哥失手摔死了堂弟，叔叔失手踢死了侄子，哥哥将弟弟折磨致死，自己也受到惩罚……——《现实一种》 一个研究酷刑的大学老师在被红卫兵带去调查后离奇消失。多年之后，一个疯子的到来打破了小镇的平静，他用酷刑折磨自己……——《一九八六年》 一个水乡小镇的河边接二连三地发生杀人惨案，警察马哲奉命调查，却发现疑云重重，种种证据表明凶手竟是……——《河边的错误》 本书主人公是一个善良的地主，被认为是余华代表作《活着》的雏形。一行日本兵让地主王香火带路，王香火将计就计，与村民合力将日本人引入绝境……——《一个地主的死》
哲学,强者思维,陈宇,524人点评,74.90%,2023年10月,什么是“强者思维”？所谓强者思维，并非让我们用“努力”去对抗这个世界，而是发现并且遵循这个世界的客观规律，顺应趋势，借势而起。   本书引导读者不断逼近问题的本质，清醒地解决所有问题： 如何应对焦虑和痛苦，活得更通透；如何读懂人心，洞悉人性；如何理解财富的真相，用强大的思维能力实现轻松变现…… 重塑底层思维模式，拥有更强大的人生。
哲学,西西弗神话,加缪,2812人点评,74.90%,2013年8月,存在主义封篇之作，与荒诞命运抗争到底 《西西弗神话》是法国存在主义大师加缪的代表作之一，是加缪对于荒诞哲理最深入和集中的考察以及最透彻和清晰的阐释。西西弗这个希腊神话人物推石上山、永无止境的苦役无疑正是人类生存的荒诞性最形象的象征；但同时，他又是人类不绝望，不颓丧，在荒诞中奋起反抗，不惜与荒诞命运抗争到底的一面大纛。因此，与其说《西西弗神话》是对人类状况的一幅悲剧性的自我描绘，不如说它是一曲自由人道主义的胜利高歌，它构成了一种既悲怆又崇高的格调，在整个人类的文化艺术领域中，也许只有贝多芬的《命运交响曲》在品味上可与之相媲美。
哲学,清醒思考的策略,罗尔夫·多贝里,1979人点评,74.50%,2019年7月,做正确的事，把事做正确。思维策略的不同，正是高手和普通人的区别。生活中，我们往往凭着直觉决策和行动，而且认为这种直觉和偏好很可靠。但这个世界充满了复杂性和不确定性，有时，我们的大脑无法适应如此多变的环境，并且我们往往对自己熟知的事物确信不疑，可其中存在认知偏误。因此，我们需要《清醒思考的策略》这套在心理学中被称为“策略法”的思维工具。《清醒思考的策略》作者多贝里依据成功价值型投资者的思维策略，以及过去40年的心理学研究和古希腊的哲学思想，总结了52个思维策略，帮助我们逐渐调整、优化我们的大脑，改变我们的认知，提升决策力和行动力。掌握清醒思考的策略，比学识和金钱重要，甚至比智商更重要。
文学,伊索寓言（中英双语·百年纪念版）,伊索原著,231人点评,74.50%,2012年4月,著名哲学家阿波罗尼如此评价道：“我十分享用伊索寓言是世界上最古老、影响最大的寓言，由于形象生动、寓意深刻、富于哲理，在全世界流传两千五百余年而经久不衰。阅读伊索寓言使人趋向聪明、理智、沉稳。这些用简单的盘子端上的一道道美食，他讲述最朴实明了的事情，却教给人们最伟大的真理。比起诗歌来，这些故事更接近真理。每个故事之后，他还附上一则建议与忠告，告诫人们应该做或不该做什么。”古希腊历史学家希罗多德、作家阿里斯多芬尼斯、著名哲学家柏拉图等，都对伊索讲述的这些故事予以盛赞。
哲学,逻辑学（上）（汉译世界学术名著丛书）,黑格尔 杨一之,110人点评,74.40%,2001年1月,黑格尔的《逻辑学》，通称“大逻辑”，以别于《哲学全书》中的第一部分“逻辑学”，即通称的“小逻辑”。《逻辑学》共分“有论”、“本质论”和“概念论”三编，前两编合称客观逻辑，分别出版于1812年和1813年，第三编称主观逻辑，出版于1816年。全书三编出版后，黑格尔又着手修订，仅完成了第一编“有论”部分。
文学,希腊神话故事（插图珍藏本）,古斯塔夫·施瓦布,239人点评,74.40%,2015年7月,希腊神话迄今已流传3000余年，辉煌宏大的场景、性格鲜明的人物以及优美曲折的故事情节，使其在世界各地的读者中一直广受欢迎。作为西方文明的两大基柱之一，希腊神话不断影响着西方的社会文化及文学艺术的发展，是我们真正读懂西方最便捷的通道之一。由于年代久远，希腊神话被混乱收录于各个版本中，19世纪，一直致力于整理保存古典文化工作的德国浪漫主义诗人施瓦布，以其极具文学价值的生动文字、严谨精良的民族特性，一改原有故事的庞杂零乱，完成了众神谱系相对清晰、故事情节相对集中的《希腊神话故事》。该书问世以来，被译成各种文字，畅销至今。
哲学,思维模型,加布里埃尔·温伯格  劳伦·麦肯,285人点评,74.30%,2022年3月,帮你理解200多个重要的跨学科思维模型！ 思维模型有很多种，每个学科也有其独特的思维模型。本书中温伯格和麦肯从多种学科中选择了200多个实用的思维模型，并通过饶有趣味的相关例子对其进行了分析。不过，要提升日常决策、解决问题和寻求真理的能力，你只需要掌握其中的少量模型。本书内容通俗易懂，是提升思维能力的实用指南，适合每一个渴望提升思维能力的人。
历史,战后日本经济史,野口悠纪雄,3276人点评,74.20%,2018年4月,野口悠纪雄在书中追忆，其人生的最初影像始于1945年东京大空袭中的恐怖经历，他这一代人亲历和参与了战后日本经济发展的整个过程。他们曾为高速发展的无限风光而豪情满怀，也曾因经济失速后的衰落萧条而五味杂陈。他们中有很多人因时代的变幻而饱受命运的捉弄，或者被无情地湮没在时代的洪流之中。本书论述经济发展历程及其深层机制的同时，还穿插介绍了野口悠纪雄本人及其好友、同事的大量真实经历，为读者还原出一幅幅生动、立体的战后日本社会经济图景。相信无论是野口悠纪雄对经济问题冷峻犀利的剖析，还是他对往昔经历满含深情的回望，都会为读者带来不同凡响的阅读体验。
哲学,王阳明：一切心法,熊逸,1246人点评,74.10%,2019年10月,《王阳明：一切心法》是一部诚意之作，它权威、有趣、真挚，易懂，只为让你了解真正的而不是为误解的王阳明，了解“心”在王阳明的思想体系中的核心概念。它是驱动整个世界总的发动机。不是看破红尘、心如死灰。而是一场在针尖上飞旋的舞蹈，无时无刻不在努力保持平衡，同样让你了解心学的真谛而不是浮于表面的心灵鸡汤。
哲学,图解逻辑学,明道,168人点评,74.00%,2018年3月,这是一本活跃思维的大型工具书，我们将以图解的方式帮你挖掘大脑潜能，以有效的形式助你活跃思维，提高分析和解决各种难题的能力。当你跟着本书的指引，通过认真思考和仔细观察，成功地解决了问题之后，你会欣喜地发现，那些拥有卓绝成就的人所具备的超凡思维能力，并不是遥不可及的。通过本书的阅读，你可以冲破思维定式，试着从不同的角度思考问题，不断地进行逆向思维，换位思考，无论是参加世界500强企业面试，还是报考MBA等，都能轻松应对。运用从本书中学到的各种逻辑思维方法，能够帮助你成功破解各种难题，让你全面开发思维潜能，成长为社会精英和时代强者。
哲学,复旦名师陈果：好的孤独,陈果,1.6万人点评,73.90%,2017年4月,她因课堂视频而红遍网络，一周内播放超过3000万次，付费音频课程一个月内点击破百万。复旦名师陈果，用哲学的方式告诉你，孤独的自己有多强大。央视著名主持人撒贝宁称“带给我们年轻人一种难得的能量”。本书由复旦大学陈果老师近10年的教学心得整理而成，囊括了她的思想精髓。孤独藏有巨大的精神力量，找到它你就可以脱胎换骨。当你一个人独处，自我的力量就开始觉醒，内心会变得越来越强大。孤独让你远离喧嚣，内心沉静而有力，判断无比清晰；孤独带你找到自我，听取内心的声音，应对外界难题；孤独领你看清人生，不再慌乱和迷茫，活得从容坚定。孤独让你与自己对话，内心才是一切的答案。
历史,中国国民性演变史,张宏杰,874人点评,73.90%,2020年5月,本书旨在探讨中国国民性格的演变历程。作者认为，国民性并不是一成不变的，从春秋到唐宋，再到明清，中国人的性格如同瀑布一样，飞流直下，越来越恶化。是落后的制度造成了中国人的劣根性。站在空间与时间的双重视角中，本书可说是一部另类的中国通史，也为中国未来的改造和发展寻找真正的出路。
历史,权鉴,吕叔春 苟君厉,85人点评,73.80%,2006年1月,权鉴，鉴前世之兴衰，考权谋之得失，撂放枕边，可以参悟歧途迷津，提首案头，可以明理进退规则。本书搜集了大量的史料，并旁征博引，总结出历史人物求权的几大途征，既揭示出奸臣贼子的丑陋嘴脸，也展现出忠臣义士的良苦用心。
哲学,美学漫步,宗白华,38人点评,73.60%,2019年8月,宗白华先生是中国现代美学的先行者和开拓者，被誉为“融贯中西艺术理论的一代美学大师”。《美学漫步》汇集了其一生最精要的美学篇章，分为美与人生、美与艺术、美与传统三个部分。全书文辞典雅，将中华传统文化的独特魅力娓娓道来，充满鲜活的生命力；每一位为俗务烦扰的现代读者，每一个渴望自由宁静的现代心灵，都能从中充分感受到中国文化中的美与诗意
哲学,三大思考工具轻松解决各种问题（修订本）,岸良裕司 岸良真由子,282人点评,73.50%,2021年1月,《三大思考工具轻松解决各种问题·修订本》在原版畅销的基础上进行了全新的修订，更符合国内读者阅读，介绍的三大思考工具包括：让问题变得一目了然的整顿工具──分支图，打破两难局面的解决工具──疑云图，看清障碍，朝目标前进的实现工具──远大目标图。运用这三大思考工具，能够帮助人们锻炼出强大的思考力：养成逻辑思考力；将事物归纳得一目了然；养成找出“为什么”的能力；学会解决两难处境；学会站在对方的立场思考；学会与伙伴同心协力解决问题；养成颠覆性的创意思考，打破墨守成规的观念；理解梦想与现实的关系，提高实现目标的斗志与能力；运用所学知识加以思考，为自己的行动负责。
文学,古希腊神话故事大全集,刘世浩,177人点评,73.20%,2011年1月,本书内容包括神的出世、神的家庭、神的创造、人与神的合作和斗争等。通过活泼凝炼的语言为读者展现衣服波澜壮阔的古希腊神话卷。
哲学,金钱不能买什么,迈克尔·桑德尔,937人点评,72.80%,2012年11月,作为哈佛大学最受欢迎的课程讲席教授之一，桑德尔曾在全球掀起过“公正”热潮。他教授的《公正》课程，是哈佛大学有史以来累计听课人数最多的课程，并成为哈佛大学首个免费公开课。在其新作《金钱不能买什么：金钱与公正的正面交锋》中，迈克尔·桑德尔论述了当下最为突出的道德问题之一：在我们这个世界，任何事物都可以出售，这个世界难道没有问题？如果是这样，我们又该如何防止市场价值观侵蚀本不该由它们主导的领域？市场的道德界限又何在？
文学,恶之花,波德莱尔,1654人点评,72.60%,2017年2月,《恶之花》是法国诗人波德莱尔的诗歌代表作，奠定了他在法国乃至世界诗歌史上的地位。这部经典诗作通过诗歌展现了恶及围绕着恶所展开的善恶关系。波德莱尔破除了千百年来的善恶观，以辩证的观点来看待恶，认为恶具有双重性，它既有邪恶的一面，又散发着一种特殊的美。它一方面腐蚀和侵害人类，另一方面又充满了挑战和反抗精神，激励人们与自身的懒惰和社会的不公作斗争，所以波德莱尔对恶既痛恨又赞美，既恐惧又向往。他生活在恶中；但又力图不让恶所吞噬，而是用批判的眼光正视恶、解剖恶，提炼恶中之花。
哲学,洋葱思考法,芝本秀德,304人点评,72.50%,2023年7月,“花时间思考”不等于有效的深层思考。深层的思考是一个由浅入深、由表及里的过程。 本书在总结前沿思考法的基础上，结合生活和职场中出现的各种思考难题，提出了能够抓住问题本质从而真正解决问题的洋葱思考法。作者制定了一套解决问题的流程，并把整个流程分为八个步骤，同时提出深层思考的五个层级以及上升到每个层级所必备的五个思考技能，教你一步一步地像剥洋葱一样揭开事实真相，找到关键节点。 如果你总是埋头苦干，却很少抬头看路；如果你常常拿来就做，却很少关注结果；如果你习惯于用战术上的勤奋掩盖战略上的懒惰；如果你觉得越努力离成功就越远，那么请你一定要读一读这本书，它能帮助你看清问题的本质，逼近事物的真相，为你指明有效思考的途径。
哲学,结构化思维,黎甜,1797人点评,72.30%,2019年12月,学会结构化思维，让人生从此提效。《结构化思维》可以帮助我们在陈述问题、表达核心观点的时候，能少说废话，将复杂问题简单化，清晰准确地表达观点，建构条理清晰的思考模式。学会有结构、有规律地整理复杂信息，让人生从此提效。拯救无效努力，成为你想成为的自己。有些人看起来很努力，但是却不出成果。高效的思考力并非天生，而是长期自我训练的结果。系统化的思维方式，让深陷思维泥沼的人走出思维误区，达到事半功倍的效果。全书干货满满，是一本比较实用的思维进阶实修课。万事万物，皆有结构，皆成框架，皆成系统。本书在搭建结构化思维关键方法的基础上，介绍了八种升级版的思维结构，具体方法配合落地训练，每个人都能从中找到适合自己的思维模式。
哲学,西方哲学史,伯特兰·罗素,256人点评,72.30%,2021年12月,《西方哲学史》写作于二战期间，源自罗素在美国费城的一系列哲学史讲座。全书共分三卷，按时间顺序依次讲述古代哲学、天主教哲学和近代哲学。在本书中，罗素从一位哲学家的视角，完整地展现出他对西方哲学历史发展的理解，其中既包括对重要哲学家的哲学观点的讲述，也包含罗素本人对这些思想的批判。本书将罗素原著七十万字的内容凝练为不到二十万字，既保留了原著中最重要的思想观点与分析论证，也更贴合当下读者快速掌握、理解经典的阅读习惯，便于读者从多方面把握本书的精彩内容。
哲学,道德情操论,亚当·斯密,881人点评,72.10%,2018年3月,首次提到了著名的“看不见的手”理论 经典重译计划②不朽之作，值得重读 ★亚当·斯密本人最为重视的伦理学经典著作 ★近七千人众筹支持，经典之作最适合大众阅读的版本 《道德情操论》初版于1795年问世，相比起《国富论》，该书更受斯密本人重视。原著全书共七卷，反复修订过五次，直至亚当·斯密去世前，都还在大幅修改此书，并将最后一次改写称之为对人世最后的告别。 众所周时，《道德情操论》是一本道德哲学著作，但可能鲜少有人知道，其对于经济学的价值，更是无与伦比，可以说此书为市场经济的合理性奠定了伦理基础。在书中，斯密首次提到了著名的“看不见的手”理论，可以说本书为多年以后在《国富论》中更详细地展开关于利己心、交换、分工、财富生产与积累、自然自由、公共利益等的体系性的论述做了哲学铺垫。 《道德情操论》自1997年由商务印书馆出版首个中文版以来，译本不下30多个，翻译水平参差不齐，我们这次的精读本参照的是由格拉斯哥大学整理，并由牛津大学出版社的《斯密著作和通信集》中的版本，此版本为目前学术界最为推崇的版本，力求做到对原著最合适的表达。和《国富论》一样，此次也配以译者导读，并加入了大量助于理解的精美插图，希望能够成为最适合大众阅读的版本。
哲学,思考的艺术（原书第11版）,文森特·赖安·拉吉罗,382人点评,71.40%,2019年1月,思维活动是自动完成的吗？能不能通过主观努力来管理和控制它？做白日梦是一种思维活动吗？杰出的思想者是否也会像普通人那样经历思维阻塞、不能专心和困惑？创造力是与生俱来、不能习得的？富有创造力的行事方法就是忽略传统方式？只有高智商的人才具有创造力？服用药物可以提高创造力？你对思维这件事了解多少？以上这些问题哪些是正确的？哪些是错误的？这本独特的书将帮你打破思考的局限、克服思考的障碍，让你学会创造性、批判性地思考问题，并有效地沟通想法、说服别人。请不要错过书中俯拾皆是的珍宝——批判性思维和创造性思维的策略与技术、一步一步解决问题的过程。它强调创意和积极的思维过程，深入浅出，引人入胜，对于任何有兴趣探讨批判性和创造性思维的读者，这无疑是一本不折不扣的经典之作！
哲学,一读就懂的道德经（一）（微信读书出品）,王晨阳,562人点评,71.40%,"185,874",讲述道家思想，体会传统智慧。 解读人生百态，领悟生活之道。 作为国学著作《道德经》分为上下两篇，上篇称《道经》，主要论述道的本质、特征和作用；下篇称《德经》，主要论述道德修养、政治治理等方面的内容。《道德经》强调道法自然、无为而治、以柔克刚等原则，对后世哲学、政治、文化产生了深远的影响。  通过学习和体会这些传统智慧，可以为读者解决生活问题提供启示，在面对困难和挑战时也保持平和的心态，作出正确的决策，让读者受益匪浅。
历史,大地中国（北大教授韩茂莉的历史地理通识课）,韩茂莉,66人点评,71.40%,2023年4月,《大地中国》是北京大学教授韩茂莉讲给大家的历史地理通识，历史地理爱好者人手一册的必读之书！《大地中国》全书细分为二十六个专题，以时间为纵轴、地理空间为横轴，涵盖中国历史地理的核心问题。掌握这些知识点，才能理解诸多历史大事件的节点、走向和结果，把握上下五千年中国历史的大脉络。  “中国”一词从何而来？中华文明为什么诞生于中原大地？为什么说关中地区为秦统一天下奠定了地理基础？历史上，黄河下游源何发生多次重大改道？为什么山东山西之间没有山脉相隔，却以山命名？  历史与地理密不可分，历史决定思维的深度，地理决定视野的广度。《大地中国》是北京大学教授韩茂莉写给大家的历史地理通识，二十六个专题，贯通上下五千年，遍及南北东西，涵盖了中国历史地理的重要问题，是理解中国历史大脉络的一把钥匙。
历史,雍正：天地古今惟一啸,郑小悠,55人点评,71.40%,2023年9月,本书从康熙年间的储位之争开始，讲述了康熙六十一年康熙帝驾崩到雍正三年年羹尧被赐自尽这段惊心动魄的历史。全书分为两条线索，一条围绕着雍正帝的重要政治举措展开，设立总理事务大臣、秘密立储、摊丁入亩、平定罗卜藏丹津叛乱等，另一条线索则围绕着年羹尧与雍正君臣关系的演变历程。以历史史实为蓝本，加以符合时代背景的虚构想象，从储位之争到君臣之变。
哲学,逻辑思维训练500题（白金版）,于雷,80人点评,71.30%,2013年1月,逻辑思维能力强一般被认为是智商高的表现。逻辑思维能力的高低一般可以从计算力、沟通力、创造力、思维力、逻辑力、记忆力、观察力等几个方面考察。《逻辑思维训练500题(白金版)》就从这几个方面汇编了500个经典、有趣的逻辑思维训练游戏。这些题目纵横古今，包罗万象，蕴含着文化的力量，闪烁着智慧的光芒。每道训练题都极具代表性、独创性和趣味性，内容丰富，难易有度，极具智慧性，可以训练大脑思维的逻辑性，让我们养成用逻辑思维去思考问题的习惯，使我们在工作、学习甚至是为人处世上得到突破和提高。
哲学,逆思维逻辑：你的世界皆有可能,郑小兰,329人点评,71.30%,2015年1月,每个人都有思维，思维方式因为经验和环境所限，通常都是定向的，既惯性思维，容易总直线。定向思维属于从众心理的延展，以常规来判定事态，虽然不会引发矛盾，但却失去了发现不同状态的机会。定向思维是对人类思维的紧锁，不利于人类的发现和创造。其实，成功是一扇门，它并不在乎你用什么方式去打开它，懂得调整思维方向，让大脑和心理来个180度大转弯以后，说不定那扇门就开了。运用逆思维可使思维呈现多面化，有利于高效解决问题。同时，逆思维是一种心理习惯，养成逆思维习惯，人生将处处充满惊喜！本书全面阐述逆向思维给人们带来的益处。
哲学,逆转思维,姚颖,2052人点评,71.30%,2017年4月,一个人的逆转思维能力，在一定程度上决定了他成功的几率，逆转思维能力越强，成功的几率就越高。很长时间以来，人们都在喊要创新，要求异，但没有一本书具体对怎么创新、怎么求异有一个系统的说明。本书不仅有方法上的形象阐述，更在心灵和观念上让我们有了新的认识。
文学,鲸鱼安慰了大海,燕七,1857人点评,71.30%,2019年5月,小红书百万人追读的治愈诗集 《鲸鱼安慰了大海》是一部诗集，收录燕七诗歌138首。燕七的诗，写尘世的悲与喜、欢聚与离别、自然与文明、苍老与天真，无不天真如初、纯净明朗。极简的语言，极朴素的情感，却有直击人心的力量。2022年，此书在小红书爆火，百万人追读、推荐，并被演员李现推荐。
哲学,像犹太人一样思考,柯友辉,273人点评,71.00%,2015年12月,无论是在科学、哲学还是经济领域，犹太人的智慧都在世界上享有盛誉。爱因斯坦、弗洛伊德、海涅、毕加索、卡夫卡、普利策、洛克菲勒、摩根、格林斯潘、索罗斯等光辉耀眼的人物，无一不具有犹太血统。据统计，在20世纪的历届诺贝尔奖获得者中，犹太人所占比例较高；在美国的富翁中，很多都是犹太人。为了使读者更加全面深入地了解到犹太人独特的智慧，本书从积累财富、开拓创新、奋斗进取、为人处世、教育子女、生活哲学等方面，详细分析了犹太人的聪明智慧，揭开犹太人成功的秘诀，希望广大读者能从中得到一些感悟和启发。
哲学,专念,埃伦·兰格,74人点评,71.00%,2012年4月,《专念：积极心理学的力量》是积极心理学奠基人之一、哈佛大学著名心理学家兰格的成名作。 “我想我应该没嫉妒过任何人，因为如果某人有某样东西，我也可以拥有。”兰格博士在演讲中这样说道。 她之所以如此有信心，是因为三十多年来对“专念”的研究让她知道，只要去注意生活中的细微变化，那么 原本认为不可能达成的事，最终都可能实现。比如，用一块普通的门板换回1万美元；用短短一个星期，让 一群七八十岁的老人变年轻；在夕阳产业中发现商机；让枯燥的常规工作变得有趣，并带来成就感；让你最 讨厌的邻居变成益友…… 不要再问“那怎么可能”，而要问“为什么不能”，结果将超乎你的想象！ 兰格博士的“专念”启发了整个世界，改变无数人思考与感觉的模式。专念是不受束缚的思维，是洞悉 一切的思维，是既理性又充满远见的思维。 《专念：积极心理学的力量》被《影响力》《追求卓越》《全新思维》等畅销书转载传颂，被权威书评媒 体《书目》杂志评为一本划时代的巨作。
历史,明亡清兴六十年,阎崇年,185人点评,71.00%,2022年11月,本书讲述了明亡清兴六十年的历史。时间跨度从明万历十一年(1583年)努尔哈赤起兵，到清顺治元年(1644年)福临定都北京，其间整整六十年。
文学,荒原：艾略特文集·诗歌,T.S.艾略特,890人点评,70.90%,2012年7月,本书依据费伯出版社1969年出版的《托·斯·艾略特诗歌戏剧全集》中的诗歌部分译出，收录了艾略特的所有诗歌作品，不仅有广为人知的《J·阿尔弗雷德·普鲁弗洛克的情歌》、《荒原》、《灰星期三》和《四首四重奏》等作品，还包含了首次完整译出的《磐石》、《老负鼠的群猫英雄谱》等作品，全面展现诗人写作的发展历程和各个阶段的创作风貌。此外，书中还加入本套托·斯·艾略特系列作品主编、社科院外国文学研究所所长陆建德教授的序言，深入浅出地介绍了艾略特整个创作生涯和思想历程，为本套书做了极佳的注解。
